amplitude,period,wave
63,52,"[0, 8, 15, 22, 29, 36, 42, 47, 52, 56, 59, 61, 63, 63, 63, 61, 59, 56, 52, 47, 42, 36, 29, 22, 15, 8, 0, -8, -15, -22, -29, -36, -42, -47, -52, -56, -59, -61, -63, -63, -63, -61, -59, -56, -52, -47, -42, -36, -29, -22, -15, -8, 0, 8, 15, 22, 29, 36, 42, 47, 52, 56, 59, 61, 63, 63, 63, 61, 59, 56, 52, 47, 42, 36, 29, 22, 15, 8, 0, -8, -15, -22, -29, -36, -42, -47, -52, -56, -59, -61, -63, -63, -63, -61, -59, -56, -52, -47, -42, -36]"
75,42,"[0, 11, 22, 33, 42, 51, 59, 65, 70, 73, 75, 75, 73, 70, 65, 59, 51, 42, 33, 22, 11, 0, -11, -22, -33, -42, -51, -59, -65, -70, -73, -75, -75, -73, -70, -65, -59, -51, -42, -33, -22, -11, 0, 11, 22, 33, 42, 51, 59, 65, 70, 73, 75, 75, 73, 70, 65, 59, 51, 42, 33, 22, 11, 0, -11, -22, -33, -42, -51, -59, -65, -70, -73, -75, -75, -73, -70, -65, -59, -51, -42, -33, -22, -11, 0, 11, 22, 33, 42, 51, 59, 65, 70, 73, 75, 75, 73, 70, 65, 59]"
33,42,"[0, 5, 10, 14, 19, 22, 26, 29, 31, 32, 33, 33, 32, 31, 29, 26, 22, 19, 14, 10, 5, 0, -5, -10, -14, -19, -22, -26, -29, -31, -32, -33, -33, -32, -31, -29, -26, -22, -19, -14, -10, -5, 0, 5, 10, 14, 19, 22, 26, 29, 31, 32, 33, 33, 32, 31, 29, 26, 22, 19, 14, 10, 5, 0, -5, -10, -14, -19, -22, -26, -29, -31, -32, -33, -33, -32, -31, -29, -26, -22, -19, -14, -10, -5, 0, 5, 10, 14, 19, 22, 26, 29, 31, 32, 33, 33, 32, 31, 29, 26]"
39,73,"[0, 3, 7, 10, 13, 16, 19, 22, 25, 27, 30, 32, 33, 35, 36, 37, 38, 39, 39, 39, 39, 38, 37, 36, 34, 33, 31, 28, 26, 23, 21, 18, 15, 12, 8, 5, 2, -2, -5, -8, -12, -15, -18, -21, -23, -26, -28, -31, -33, -34, -36, -37, -38, -39, -39, -39, -39, -38, -37, -36, -35, -33, -32, -30, -27, -25, -22, -19, -16, -13, -10, -7, -3, 0, 3, 7, 10, 13, 16, 19, 22, 25, 27, 30, 32, 33, 35, 36, 37, 38, 39, 39, 39, 39, 38, 37, 36, 34, 33, 31]"
63,42,"[0, 9, 19, 27, 35, 43, 49, 55, 59, 61, 63, 63, 61, 59, 55, 49, 43, 35, 27, 19, 9, 0, -9, -19, -27, -35, -43, -49, -55, -59, -61, -63, -63, -61, -59, -55, -49, -43, -35, -27, -19, -9, 0, 9, 19, 27, 35, 43, 49, 55, 59, 61, 63, 63, 61, 59, 55, 49, 43, 35, 27, 19, 9, 0, -9, -19, -27, -35, -43, -49, -55, -59, -61, -63, -63, -61, -59, -55, -49, -43, -35, -27, -19, -9, 0, 9, 19, 27, 35, 43, 49, 55, 59, 61, 63, 63, 61, 59, 55, 49]"
77,51,"[0, 9, 19, 28, 36, 44, 52, 58, 64, 69, 73, 75, 77, 77, 76, 74, 71, 67, 61, 55, 48, 41, 32, 23, 14, 5, -5, -14, -23, -32, -41, -48, -55, -61, -67, -71, -74, -76, -77, -77, -75, -73, -69, -64, -58, -52, -44, -36, -28, -19, -9, 0, 9, 19, 28, 36, 44, 52, 58, 64, 69, 73, 75, 77, 77, 76, 74, 71, 67, 61, 55, 48, 41, 32, 23, 14, 5, -5, -14, -23, -32, -41, -48, -55, -61, -67, -71, -74, -76, -77, -77, -75, -73, -69, -64, -58, -52, -44, -36, -28]"
25,82,"[0, 2, 4, 6, 8, 9, 11, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 24, 25, 25, 25, 25, 25, 25, 24, 24, 23, 22, 21, 20, 19, 17, 16, 14, 13, 11, 9, 8, 6, 4, 2, 0, -2, -4, -6, -8, -9, -11, -13, -14, -16, -17, -19, -20, -21, -22, -23, -24, -24, -25, -25, -25, -25, -25, -25, -24, -24, -23, -22, -21, -20, -19, -17, -16, -14, -13, -11, -9, -8, -6, -4, -2, 0, 2, 4, 6, 8, 9, 11, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 24]"
28,55,"[0, 3, 6, 9, 12, 15, 18, 20, 22, 24, 25, 27, 27, 28, 28, 28, 27, 26, 25, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -25, -26, -27, -28, -28, -28, -27, -27, -25, -24, -22, -20, -18, -15, -12, -9, -6, -3, 0, 3, 6, 9, 12, 15, 18, 20, 22, 24, 25, 27, 27, 28, 28, 28, 27, 26, 25, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -25, -26, -27, -28, -28, -28, -27, -27]"
39,89,"[0, 3, 5, 8, 11, 13, 16, 18, 21, 23, 25, 27, 29, 31, 33, 34, 35, 36, 37, 38, 39, 39, 39, 39, 39, 38, 38, 37, 36, 35, 33, 32, 30, 28, 26, 24, 22, 20, 17, 15, 12, 10, 7, 4, 1, -1, -4, -7, -10, -12, -15, -17, -20, -22, -24, -26, -28, -30, -32, -33, -35, -36, -37, -38, -38, -39, -39, -39, -39, -39, -38, -37, -36, -35, -34, -33, -31, -29, -27, -25, -23, -21, -18, -16, -13, -11, -8, -5, -3, 0, 3, 5, 8, 11, 13, 16, 18, 21, 23, 25]"
60,81,"[0, 5, 9, 14, 18, 23, 27, 31, 35, 39, 42, 45, 48, 51, 53, 55, 57, 58, 59, 60, 60, 60, 59, 59, 57, 56, 54, 52, 49, 47, 44, 40, 37, 33, 29, 25, 21, 16, 12, 7, 2, -2, -7, -12, -16, -21, -25, -29, -33, -37, -40, -44, -47, -49, -52, -54, -56, -57, -59, -59, -60, -60, -60, -59, -58, -57, -55, -53, -51, -48, -45, -42, -39, -35, -31, -27, -23, -18, -14, -9, -5, 0, 5, 9, 14, 18, 23, 27, 31, 35, 39, 42, 45, 48, 51, 53, 55, 57, 58, 59]"
67,92,"[0, 5, 9, 14, 18, 22, 27, 31, 35, 39, 42, 46, 49, 52, 55, 57, 59, 61, 63, 65, 66, 66, 67, 67, 67, 66, 66, 65, 63, 61, 59, 57, 55, 52, 49, 46, 42, 39, 35, 31, 27, 22, 18, 14, 9, 5, 0, -5, -9, -14, -18, -22, -27, -31, -35, -39, -42, -46, -49, -52, -55, -57, -59, -61, -63, -65, -66, -66, -67, -67, -67, -66, -66, -65, -63, -61, -59, -57, -55, -52, -49, -46, -42, -39, -35, -31, -27, -22, -18, -14, -9, -5, 0, 5, 9, 14, 18, 22, 27, 31]"
40,94,"[0, 3, 5, 8, 11, 13, 16, 18, 20, 23, 25, 27, 29, 31, 32, 34, 35, 36, 37, 38, 39, 39, 40, 40, 40, 40, 39, 39, 38, 37, 36, 35, 34, 32, 31, 29, 27, 25, 23, 20, 18, 16, 13, 11, 8, 5, 3, 0, -3, -5, -8, -11, -13, -16, -18, -20, -23, -25, -27, -29, -31, -32, -34, -35, -36, -37, -38, -39, -39, -40, -40, -40, -40, -39, -39, -38, -37, -36, -35, -34, -32, -31, -29, -27, -25, -23, -20, -18, -16, -13, -11, -8, -5, -3, 0, 3, 5, 8, 11, 13]"
75,60,"[0, 8, 16, 23, 31, 37, 44, 50, 56, 61, 65, 69, 71, 73, 75, 75, 75, 73, 71, 69, 65, 61, 56, 50, 44, 37, 31, 23, 16, 8, 0, -8, -16, -23, -31, -37, -44, -50, -56, -61, -65, -69, -71, -73, -75, -75, -75, -73, -71, -69, -65, -61, -56, -50, -44, -37, -31, -23, -16, -8, 0, 8, 16, 23, 31, 37, 44, 50, 56, 61, 65, 69, 71, 73, 75, 75, 75, 73, 71, 69, 65, 61, 56, 50, 44, 37, 31, 23, 16, 8, 0, -8, -16, -23, -31, -38, -44, -50, -56, -61]"
21,95,"[0, 1, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 18, 19, 19, 20, 20, 21, 21, 21, 21, 21, 21, 21, 20, 20, 19, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 7, 6, 5, 3, 2, 1, -1, -2, -3, -5, -6, -7, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -19, -20, -20, -21, -21, -21, -21, -21, -21, -21, -20, -20, -19, -19, -18, -18, -17, -16, -15, -14, -13, -12, -11, -9, -8, -7, -5, -4, -3, -1, 0, 1, 3, 4, 5]"
32,51,"[0, 4, 8, 12, 15, 18, 22, 24, 27, 29, 30, 31, 32, 32, 32, 31, 29, 28, 26, 23, 20, 17, 13, 10, 6, 2, -2, -6, -10, -13, -17, -20, -23, -26, -28, -29, -31, -32, -32, -32, -31, -30, -29, -27, -24, -22, -18, -15, -12, -8, -4, 0, 4, 8, 12, 15, 18, 22, 24, 27, 29, 30, 31, 32, 32, 32, 31, 29, 28, 26, 23, 20, 17, 13, 10, 6, 2, -2, -6, -10, -13, -17, -20, -23, -26, -28, -29, -31, -32, -32, -32, -31, -30, -29, -27, -24, -22, -18, -15, -12]"
57,74,"[0, 5, 10, 14, 19, 23, 28, 32, 36, 39, 43, 46, 49, 51, 53, 55, 56, 57, 57, 57, 57, 56, 55, 53, 51, 49, 46, 43, 39, 36, 32, 28, 23, 19, 14, 10, 5, 0, -5, -10, -14, -19, -23, -28, -32, -36, -39, -43, -46, -49, -51, -53, -55, -56, -57, -57, -57, -57, -56, -55, -53, -51, -49, -46, -43, -39, -36, -32, -28, -23, -19, -14, -10, -5, 0, 5, 10, 14, 19, 23, 28, 32, 36, 39, 43, 46, 49, 51, 53, 55, 56, 57, 57, 57, 57, 56, 55, 53, 51, 49]"
74,68,"[0, 7, 14, 20, 27, 33, 39, 45, 50, 55, 59, 63, 66, 69, 71, 73, 74, 74, 74, 73, 71, 69, 66, 63, 59, 55, 50, 45, 39, 33, 27, 20, 14, 7, 0, -7, -14, -20, -27, -33, -39, -45, -50, -55, -59, -63, -66, -69, -71, -73, -74, -74, -74, -73, -71, -69, -66, -63, -59, -55, -50, -45, -39, -33, -27, -20, -14, -7, 0, 7, 14, 20, 27, 33, 39, 45, 50, 55, 59, 63, 66, 69, 71, 73, 74, 74, 74, 73, 71, 69, 66, 63, 59, 55, 50, 45, 39, 33, 27, 20]"
32,88,"[0, 2, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 24, 26, 27, 28, 29, 30, 31, 31, 32, 32, 32, 32, 32, 31, 31, 30, 29, 28, 27, 26, 24, 23, 21, 19, 17, 15, 13, 11, 9, 7, 5, 2, 0, -2, -5, -7, -9, -11, -13, -15, -17, -19, -21, -23, -24, -26, -27, -28, -29, -30, -31, -31, -32, -32, -32, -32, -32, -31, -31, -30, -29, -28, -27, -26, -24, -23, -21, -19, -17, -15, -13, -11, -9, -7, -5, -2, 0, 2, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
21,58,"[0, 2, 5, 7, 9, 11, 13, 14, 16, 17, 19, 20, 20, 21, 21, 21, 21, 20, 20, 19, 17, 16, 14, 13, 11, 9, 7, 5, 2, 0, -2, -5, -7, -9, -11, -13, -14, -16, -17, -19, -20, -20, -21, -21, -21, -21, -20, -20, -19, -17, -16, -14, -13, -11, -9, -7, -5, -2, 0, 2, 5, 7, 9, 11, 13, 14, 16, 17, 19, 20, 20, 21, 21, 21, 21, 20, 20, 19, 17, 16, 14, 13, 11, 9, 7, 5, 2, 0, -2, -5, -7, -9, -11, -13, -14, -16, -17, -19, -20, -20]"
55,78,"[0, 4, 9, 13, 17, 22, 26, 29, 33, 36, 40, 43, 45, 48, 50, 51, 53, 54, 55, 55, 55, 55, 54, 53, 51, 50, 48, 45, 43, 40, 36, 33, 29, 26, 22, 17, 13, 9, 4, 0, -4, -9, -13, -17, -22, -26, -29, -33, -36, -40, -43, -45, -48, -50, -51, -53, -54, -55, -55, -55, -55, -54, -53, -51, -50, -48, -45, -43, -40, -36, -33, -29, -26, -22, -17, -13, -9, -4, 0, 4, 9, 13, 17, 22, 26, 29, 33, 36, 40, 43, 45, 48, 50, 51, 53, 54, 55, 55, 55, 55]"
42,42,"[0, 6, 12, 18, 24, 29, 33, 36, 39, 41, 42, 42, 41, 39, 36, 33, 29, 24, 18, 12, 6, 0, -6, -12, -18, -24, -29, -33, -36, -39, -41, -42, -42, -41, -39, -36, -33, -29, -24, -18, -12, -6, 0, 6, 12, 18, 24, 29, 33, 36, 39, 41, 42, 42, 41, 39, 36, 33, 29, 24, 18, 12, 6, 0, -6, -12, -18, -24, -29, -33, -36, -39, -41, -42, -42, -41, -39, -36, -33, -29, -24, -18, -12, -6, 0, 6, 12, 18, 24, 29, 33, 36, 39, 41, 42, 42, 41, 39, 36, 33]"
67,86,"[0, 5, 10, 15, 19, 24, 28, 33, 37, 41, 45, 48, 51, 54, 57, 60, 62, 63, 65, 66, 67, 67, 67, 67, 66, 65, 63, 62, 60, 57, 54, 51, 48, 45, 41, 37, 33, 28, 24, 19, 15, 10, 5, 0, -5, -10, -15, -19, -24, -28, -33, -37, -41, -45, -48, -51, -54, -57, -60, -62, -63, -65, -66, -67, -67, -67, -67, -66, -65, -63, -62, -60, -57, -54, -51, -48, -45, -41, -37, -33, -28, -24, -19, -15, -10, -5, 0, 5, 10, 15, 19, 24, 28, 33, 37, 41, 45, 48, 51, 54]"
44,66,"[0, 4, 8, 12, 16, 20, 24, 27, 30, 33, 36, 38, 40, 42, 43, 44, 44, 44, 44, 43, 42, 40, 38, 36, 33, 30, 27, 24, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -24, -27, -30, -33, -36, -38, -40, -42, -43, -44, -44, -44, -44, -43, -42, -40, -38, -36, -33, -30, -27, -24, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 24, 27, 30, 33, 36, 38, 40, 42, 43, 44, 44, 44, 44, 43, 42, 40, 38, 36, 33, 30, 27, 24, 20, 16, 12, 8, 4, 0]"
31,43,"[0, 5, 9, 13, 17, 21, 24, 26, 29, 30, 31, 31, 30, 29, 28, 25, 22, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -22, -25, -28, -29, -30, -31, -31, -30, -29, -26, -24, -21, -17, -13, -9, -5, 0, 5, 9, 13, 17, 21, 24, 26, 29, 30, 31, 31, 30, 29, 28, 25, 22, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -22, -25, -28, -29, -30, -31, -31, -30, -29, -26, -24, -21, -17, -13, -9, -5, 0, 5, 9, 13, 17, 21, 24, 26, 29, 30, 31, 31, 30, 29]"
58,74,"[0, 5, 10, 15, 19, 24, 28, 32, 36, 40, 44, 47, 49, 52, 54, 55, 57, 58, 58, 58, 58, 57, 55, 54, 52, 49, 47, 44, 40, 36, 32, 28, 24, 19, 15, 10, 5, 0, -5, -10, -15, -19, -24, -28, -32, -36, -40, -44, -47, -49, -52, -54, -55, -57, -58, -58, -58, -58, -57, -55, -54, -52, -49, -47, -44, -40, -36, -32, -28, -24, -19, -15, -10, -5, 0, 5, 10, 15, 19, 24, 28, 32, 36, 40, 44, 47, 49, 52, 54, 55, 57, 58, 58, 58, 58, 57, 55, 54, 52, 49]"
60,82,"[0, 5, 9, 14, 18, 22, 27, 31, 35, 38, 42, 45, 48, 50, 53, 55, 56, 58, 59, 60, 60, 60, 60, 59, 58, 56, 55, 53, 50, 48, 45, 42, 38, 35, 31, 27, 22, 18, 14, 9, 5, 0, -5, -9, -14, -18, -22, -27, -31, -35, -38, -42, -45, -48, -50, -53, -55, -56, -58, -59, -60, -60, -60, -60, -59, -58, -56, -55, -53, -50, -48, -45, -42, -38, -35, -31, -27, -22, -18, -14, -9, -5, 0, 5, 9, 14, 18, 22, 27, 31, 35, 38, 42, 45, 48, 50, 53, 55, 56, 58]"
50,63,"[0, 5, 10, 15, 19, 24, 28, 32, 36, 39, 42, 44, 47, 48, 49, 50, 50, 50, 49, 47, 46, 43, 41, 37, 34, 30, 26, 22, 17, 12, 7, 2, -2, -7, -12, -17, -22, -26, -30, -34, -37, -41, -43, -46, -47, -49, -50, -50, -50, -49, -48, -47, -44, -42, -39, -36, -32, -28, -24, -19, -15, -10, -5, 0, 5, 10, 15, 19, 24, 28, 32, 36, 39, 42, 44, 47, 48, 49, 50, 50, 50, 49, 47, 46, 43, 41, 37, 34, 30, 26, 22, 17, 12, 7, 2, -2, -7, -12, -17, -22]"
66,87,"[0, 5, 9, 14, 19, 23, 28, 32, 36, 40, 44, 47, 50, 53, 56, 58, 60, 62, 64, 65, 65, 66, 66, 66, 65, 64, 63, 61, 59, 57, 55, 52, 49, 45, 42, 38, 34, 30, 26, 21, 17, 12, 7, 2, -2, -7, -12, -17, -21, -26, -30, -34, -38, -42, -45, -49, -52, -55, -57, -59, -61, -63, -64, -65, -66, -66, -66, -65, -65, -64, -62, -60, -58, -56, -53, -50, -47, -44, -40, -36, -32, -28, -23, -19, -14, -9, -5, 0, 5, 9, 14, 19, 23, 28, 32, 36, 40, 44, 47, 50]"
61,99,"[0, 4, 8, 12, 15, 19, 23, 26, 30, 33, 36, 39, 42, 45, 47, 50, 52, 54, 55, 57, 58, 59, 60, 61, 61, 61, 61, 60, 60, 59, 58, 56, 55, 53, 51, 49, 46, 43, 41, 38, 35, 31, 28, 24, 21, 17, 13, 10, 6, 2, -2, -6, -10, -13, -17, -21, -24, -28, -31, -35, -38, -41, -43, -46, -49, -51, -53, -55, -56, -58, -59, -60, -60, -61, -61, -61, -61, -60, -59, -58, -57, -55, -54, -52, -50, -47, -45, -42, -39, -36, -33, -30, -26, -23, -19, -15, -12, -8, -4, 0]"
65,84,"[0, 5, 10, 14, 19, 24, 28, 32, 37, 41, 44, 48, 51, 54, 56, 59, 61, 62, 63, 64, 65, 65, 65, 64, 63, 62, 61, 59, 56, 54, 51, 48, 44, 41, 37, 33, 28, 24, 19, 14, 10, 5, 0, -5, -10, -14, -19, -24, -28, -32, -37, -41, -44, -48, -51, -54, -56, -59, -61, -62, -63, -64, -65, -65, -65, -64, -63, -62, -61, -59, -56, -54, -51, -48, -44, -41, -37, -33, -28, -24, -19, -14, -10, -5, 0, 5, 10, 14, 19, 24, 28, 32, 37, 41, 44, 48, 51, 54, 56, 59]"
47,76,"[0, 4, 8, 12, 15, 19, 22, 26, 29, 32, 35, 37, 39, 41, 43, 44, 46, 46, 47, 47, 47, 46, 46, 44, 43, 41, 39, 37, 35, 32, 29, 26, 22, 19, 15, 12, 8, 4, 0, -4, -8, -12, -15, -19, -22, -26, -29, -32, -35, -37, -39, -41, -43, -44, -46, -46, -47, -47, -47, -46, -46, -44, -43, -41, -39, -37, -35, -32, -29, -26, -22, -19, -15, -12, -8, -4, 0, 4, 8, 12, 15, 19, 22, 26, 29, 32, 35, 37, 39, 41, 43, 44, 46, 46, 47, 47, 47, 46, 46, 44]"
66,73,"[0, 6, 11, 17, 22, 28, 33, 37, 42, 46, 50, 54, 57, 59, 62, 63, 65, 66, 66, 66, 65, 64, 63, 61, 58, 55, 52, 48, 44, 40, 35, 30, 25, 20, 14, 8, 3, -3, -8, -14, -20, -25, -30, -35, -40, -44, -48, -52, -55, -58, -61, -63, -64, -65, -66, -66, -66, -65, -63, -62, -59, -57, -54, -50, -46, -42, -37, -33, -28, -22, -17, -11, -6, 0, 6, 11, 17, 22, 28, 33, 37, 42, 46, 50, 54, 57, 59, 62, 63, 65, 66, 66, 66, 65, 64, 63, 61, 58, 55, 52]"
30,64,"[0, 3, 6, 9, 11, 14, 17, 19, 21, 23, 25, 26, 28, 29, 29, 30, 30, 30, 29, 29, 28, 26, 25, 23, 21, 19, 17, 14, 11, 9, 6, 3, 0, -3, -6, -9, -11, -14, -17, -19, -21, -23, -25, -26, -28, -29, -29, -30, -30, -30, -29, -29, -28, -26, -25, -23, -21, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 21, 23, 25, 26, 28, 29, 29, 30, 30, 30, 29, 29, 28, 26, 25, 23, 21, 19, 17, 14, 11, 9, 6, 3, 0, -3, -6, -9]"
68,85,"[0, 5, 10, 15, 20, 25, 29, 34, 38, 42, 46, 49, 53, 56, 58, 61, 63, 65, 66, 67, 68, 68, 68, 67, 67, 65, 64, 62, 60, 57, 54, 51, 48, 44, 40, 36, 31, 27, 22, 17, 12, 8, 3, -3, -8, -12, -17, -22, -27, -31, -36, -40, -44, -48, -51, -54, -57, -60, -62, -64, -65, -67, -67, -68, -68, -68, -67, -66, -65, -63, -61, -58, -56, -53, -49, -46, -42, -38, -34, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 34, 38, 42, 46, 49, 53, 56, 58]"
24,73,"[0, 2, 4, 6, 8, 10, 12, 14, 15, 17, 18, 19, 21, 22, 22, 23, 24, 24, 24, 24, 24, 23, 23, 22, 21, 20, 19, 18, 16, 14, 13, 11, 9, 7, 5, 3, 1, -1, -3, -5, -7, -9, -11, -13, -14, -16, -18, -19, -20, -21, -22, -23, -23, -24, -24, -24, -24, -24, -23, -22, -22, -21, -19, -18, -17, -15, -14, -12, -10, -8, -6, -4, -2, 0, 2, 4, 6, 8, 10, 12, 14, 15, 17, 18, 19, 21, 22, 22, 23, 24, 24, 24, 24, 24, 23, 23, 22, 21, 20, 19]"
75,48,"[0, 10, 19, 29, 37, 46, 53, 60, 65, 69, 72, 74, 75, 74, 72, 69, 65, 60, 53, 46, 37, 29, 19, 10, 0, -10, -19, -29, -37, -46, -53, -60, -65, -69, -72, -74, -75, -74, -72, -69, -65, -60, -53, -46, -38, -29, -19, -10, 0, 10, 19, 29, 38, 46, 53, 60, 65, 69, 72, 74, 75, 74, 72, 69, 65, 60, 53, 46, 37, 29, 19, 10, 0, -10, -19, -29, -37, -46, -53, -60, -65, -69, -72, -74, -75, -74, -72, -69, -65, -60, -53, -46, -38, -29, -19, -10, 0, 10, 19, 29]"
39,48,"[0, 5, 10, 15, 19, 24, 28, 31, 34, 36, 38, 39, 39, 39, 38, 36, 34, 31, 28, 24, 19, 15, 10, 5, 0, -5, -10, -15, -19, -24, -28, -31, -34, -36, -38, -39, -39, -39, -38, -36, -34, -31, -28, -24, -20, -15, -10, -5, 0, 5, 10, 15, 20, 24, 28, 31, 34, 36, 38, 39, 39, 39, 38, 36, 34, 31, 28, 24, 19, 15, 10, 5, 0, -5, -10, -15, -19, -24, -28, -31, -34, -36, -38, -39, -39, -39, -38, -36, -34, -31, -28, -24, -20, -15, -10, -5, 0, 5, 10, 15]"
48,55,"[0, 5, 11, 16, 21, 26, 30, 34, 38, 41, 44, 46, 47, 48, 48, 48, 46, 45, 42, 40, 36, 32, 28, 24, 19, 14, 8, 3, -3, -8, -14, -19, -24, -28, -32, -36, -40, -42, -45, -46, -48, -48, -48, -47, -46, -44, -41, -38, -34, -30, -26, -21, -16, -11, -5, 0, 5, 11, 16, 21, 26, 30, 34, 38, 41, 44, 46, 47, 48, 48, 48, 46, 45, 42, 40, 36, 32, 28, 24, 19, 14, 8, 3, -3, -8, -14, -19, -24, -28, -32, -36, -40, -42, -45, -46, -48, -48, -48, -47, -46]"
31,46,"[0, 4, 8, 12, 16, 20, 23, 25, 28, 29, 30, 31, 31, 30, 29, 28, 25, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -25, -28, -29, -30, -31, -31, -30, -29, -28, -25, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 25, 28, 29, 30, 31, 31, 30, 29, 28, 25, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -25, -28, -29, -30, -31, -31, -30, -29, -28, -25, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 25]"
25,94,"[0, 2, 3, 5, 7, 8, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 23, 24, 24, 25, 25, 25, 25, 25, 25, 24, 24, 23, 23, 22, 21, 20, 19, 18, 17, 15, 14, 13, 11, 10, 8, 7, 5, 3, 2, 0, -2, -3, -5, -7, -8, -10, -11, -13, -14, -15, -17, -18, -19, -20, -21, -22, -23, -23, -24, -24, -25, -25, -25, -25, -25, -25, -24, -24, -23, -23, -22, -21, -20, -19, -18, -17, -15, -14, -13, -11, -10, -8, -7, -5, -3, -2, 0, 2, 3, 5, 7, 8]"
41,59,"[0, 4, 9, 13, 17, 21, 24, 28, 31, 34, 36, 38, 39, 40, 41, 41, 41, 40, 39, 37, 35, 32, 29, 26, 23, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -23, -26, -29, -32, -35, -37, -39, -40, -41, -41, -41, -40, -39, -38, -36, -34, -31, -28, -24, -21, -17, -13, -9, -4, 0, 4, 9, 13, 17, 21, 24, 28, 31, 34, 36, 38, 39, 40, 41, 41, 41, 40, 39, 37, 35, 32, 29, 26, 23, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -23, -26, -29, -32, -35, -37]"
21,75,"[0, 2, 4, 5, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 19, 20, 20, 21, 21, 21, 21, 21, 20, 20, 19, 18, 17, 16, 15, 14, 12, 11, 9, 8, 6, 4, 3, 1, -1, -3, -4, -6, -8, -9, -11, -12, -14, -15, -16, -17, -18, -19, -20, -20, -21, -21, -21, -21, -21, -20, -20, -19, -19, -18, -17, -16, -14, -13, -12, -10, -9, -7, -5, -4, -2, 0, 2, 4, 5, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 19, 20, 20, 21, 21, 21, 21, 21, 20, 20, 19]"
50,43,"[0, 7, 14, 21, 28, 33, 38, 43, 46, 48, 50, 50, 49, 47, 44, 41, 36, 31, 24, 18, 11, 4, -4, -11, -18, -24, -31, -36, -41, -44, -47, -49, -50, -50, -48, -46, -43, -38, -33, -28, -21, -14, -7, 0, 7, 14, 21, 28, 33, 38, 43, 46, 48, 50, 50, 49, 47, 44, 41, 36, 31, 24, 18, 11, 4, -4, -11, -18, -24, -31, -36, -41, -44, -47, -49, -50, -50, -48, -46, -43, -38, -33, -28, -21, -14, -7, 0, 7, 14, 21, 28, 33, 38, 43, 46, 48, 50, 50, 49, 47]"
28,98,"[0, 2, 4, 5, 7, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 26, 27, 27, 28, 28, 28, 28, 28, 28, 27, 27, 26, 26, 25, 24, 23, 22, 21, 19, 18, 17, 15, 14, 12, 11, 9, 7, 5, 4, 2, 0, -2, -4, -5, -7, -9, -11, -12, -14, -15, -17, -18, -19, -21, -22, -23, -24, -25, -26, -26, -27, -27, -28, -28, -28, -28, -28, -28, -27, -27, -26, -26, -25, -24, -23, -22, -21, -19, -18, -17, -15, -14, -12, -11, -9, -7, -5, -4, -2, 0, 2]"
72,76,"[0, 6, 12, 18, 23, 29, 34, 39, 44, 49, 53, 57, 60, 63, 66, 68, 70, 71, 72, 72, 72, 71, 70, 68, 66, 63, 60, 57, 53, 49, 44, 39, 34, 29, 23, 18, 12, 6, 0, -6, -12, -18, -23, -29, -34, -39, -44, -49, -53, -57, -60, -63, -66, -68, -70, -71, -72, -72, -72, -71, -70, -68, -66, -63, -60, -57, -53, -49, -44, -39, -34, -29, -23, -18, -12, -6, 0, 6, 12, 18, 23, 29, 34, 39, 44, 49, 53, 57, 60, 63, 66, 68, 70, 71, 72, 72, 72, 71, 70, 68]"
